Time,Vehicle#,Type,Light,Violation
12:36:39,803,car,unknown,NO
12:36:40,804,car,unknown,NO
12:36:40,805,car,unknown,NO
12:36:40,806,car,unknown,NO
12:36:40,807,car,unknown,NO
12:36:40,808,car,unknown,NO
12:36:40,809,car,unknown,NO
12:36:41,810,car,unknown,NO
12:36:41,811,car,unknown,NO
12:36:41,812,car,unknown,NO
12:36:41,813,car,unknown,NO
12:36:41,814,car,unknown,NO
12:36:41,815,car,unknown,NO
12:36:42,816,car,unknown,NO
12:36:42,817,car,unknown,NO
12:36:42,818,car,unknown,NO
12:36:42,819,car,unknown,NO
12:36:42,820,car,unknown,NO
12:36:42,821,car,unknown,NO
12:36:43,822,car,unknown,NO
12:36:43,823,car,unknown,NO
12:36:43,824,car,unknown,NO
12:36:43,825,car,unknown,NO
12:36:43,826,car,unknown,NO
12:36:43,827,car,unknown,NO
12:36:43,828,car,unknown,NO
12:36:44,829,car,unknown,NO
12:36:44,830,car,unknown,NO
12:36:44,831,car,unknown,NO
12:36:44,832,car,unknown,NO
12:36:44,833,car,unknown,NO
12:36:44,834,car,unknown,NO
12:36:45,835,car,unknown,NO
12:36:45,836,car,unknown,NO
12:36:45,837,car,unknown,NO
12:36:45,838,car,unknown,NO
12:36:45,839,car,unknown,NO
12:36:45,840,car,unknown,NO
12:36:45,841,car,unknown,NO
12:36:46,842,car,unknown,NO
12:36:46,843,car,unknown,NO
12:36:46,844,car,unknown,NO
12:36:46,845,car,unknown,NO
12:36:46,846,car,unknown,NO
12:36:46,847,car,unknown,NO
12:36:46,848,car,unknown,NO
12:36:47,849,car,unknown,NO
12:36:47,850,motorcycle,unknown,NO
12:36:47,851,car,unknown,NO
12:36:47,852,car,unknown,NO
12:36:47,853,car,unknown,NO
12:36:47,854,car,unknown,NO
12:36:47,855,car,unknown,NO
12:36:48,856,car,unknown,NO
12:36:48,857,car,unknown,NO
12:36:48,858,car,unknown,NO
12:36:48,859,car,unknown,NO
12:36:48,860,car,unknown,NO
12:36:48,861,car,unknown,NO
12:36:48,862,car,unknown,NO
12:36:49,863,car,unknown,NO
12:36:49,864,car,unknown,NO
12:36:49,865,car,unknown,NO
12:36:49,866,car,unknown,NO
12:36:49,867,motorcycle,unknown,NO
12:36:49,868,car,unknown,NO
12:36:50,869,car,unknown,NO
12:36:50,870,car,unknown,NO
12:36:50,871,car,unknown,NO
12:36:50,872,car,unknown,NO
12:36:50,873,car,unknown,NO
12:36:50,874,car,unknown,NO
12:36:50,875,car,unknown,NO
12:36:51,876,car,unknown,NO
12:36:51,877,car,unknown,NO
12:36:51,878,car,unknown,NO
12:36:51,879,car,unknown,NO
12:36:51,880,car,unknown,NO
12:36:51,881,car,unknown,NO
12:36:51,882,motorcycle,unknown,NO
12:36:52,883,car,unknown,NO
12:36:52,884,car,unknown,NO
12:36:52,885,motorcycle,unknown,NO
12:36:52,886,motorcycle,unknown,NO
12:36:53,887,motorcycle,unknown,NO
12:36:53,888,motorcycle,unknown,NO
12:36:53,889,motorcycle,unknown,NO
12:36:53,890,car,unknown,NO
12:36:53,891,car,unknown,NO
12:36:53,892,motorcycle,unknown,NO
12:36:54,893,car,unknown,NO
12:36:54,894,car,unknown,NO
12:36:54,895,car,unknown,NO
12:36:54,896,car,unknown,NO
12:36:54,897,car,unknown,NO
12:36:54,898,car,unknown,NO
12:36:55,899,car,unknown,NO
12:36:55,900,car,unknown,NO
12:36:55,901,car,unknown,NO
12:36:55,902,car,unknown,NO
12:36:55,903,car,unknown,NO
12:36:55,904,car,unknown,NO
12:36:56,905,car,unknown,NO
12:36:56,906,car,unknown,NO
12:36:56,907,car,unknown,NO
12:36:56,908,car,unknown,NO
12:36:56,909,car,unknown,NO
12:36:57,910,car,unknown,NO
12:36:57,911,car,unknown,NO
12:36:57,912,truck,unknown,NO
12:36:57,913,car,unknown,NO
12:36:58,914,motorcycle,unknown,NO
12:36:58,915,truck,unknown,NO
12:36:58,916,car,unknown,NO
12:36:58,917,truck,unknown,NO
12:36:58,918,motorcycle,unknown,NO
12:36:59,919,truck,unknown,NO
12:36:59,920,truck,unknown,NO
12:36:59,921,truck,unknown,NO
12:36:59,922,truck,unknown,NO
12:36:59,923,truck,unknown,NO
12:36:59,924,truck,unknown,NO
12:36:59,925,car,unknown,NO
12:37:00,926,truck,unknown,NO
12:37:00,927,truck,unknown,NO
12:37:00,928,car,unknown,NO
12:37:00,929,car,unknown,NO
12:37:00,930,car,unknown,NO
